city,country,population,density,lat,lng
Kinshasa_140,DR Congo,11443805,25897,-4.526447778703898,15.298795288569044
Karachi_259,Pakistan,13508713,22898,24.71446587077559,66.8264499881891
Chongqing_13,China,17591864,3173,29.418529909376808,106.35268435976573
Mexico City_38,Mexico,20819975,5637,19.60441165769913,-99.00095223688491
Chongqing_137,China,14449267,3616,29.733579769435885,106.64023862030051
Dhaka_267,Bangladesh,21890297,20254,23.675762377146285,90.2782063191724
Mumbai_78,India,21754879,19814,19.226880216325245,72.83467804296906
Dhaka_295,Bangladesh,21252173,26676,23.859940617672738,90.42841242476585
Kolkata_153,India,13990852,21045,22.585342991875272,88.19054764495633
Dhaka_39,Bangladesh,16577851,27046,23.861383221228568,90.34646224586282
Guangzhou_15,China,15062138,2495,23.22568436445562,113.29366033970295
Cairo_97,Egypt,21738135,22006,29.901651194219387,31.117517837267787
Delhi_10,India,28445355,12472,28.545266412297657,77.11709254059384
Kolkata_228,India,14594581,22914,22.573515338985015,88.37984425484514
Kolkata_173,India,16157017,23242,22.65017937778684,88.38098977733904
Karachi_283,Pakistan,15443499,21379,25.024080224533453,67.03445671790644
Dhaka_23,Bangladesh,19280459,27115,23.671640561246434,90.44699193280671
Manila_111,Philippines,14701288,21884,14.44038506569008,121.1517002089043
Mumbai_293,India,23342894,18081,19.106515344066725,72.92038601855315
Tianjin_29,China,11123049,1499,39.50767447930229,117.2107243127383
Mumbai_110,India,18851333,23834,19.008858565061978,72.80227770561827
Tianjin_149,China,12577009,1448,39.22563192335026,117.47671595548579
Mexico City_291,Mexico,20701951,6089,19.600542246565105,-99.19466160225362
Manila_17,Philippines,13951541,17157,14.764599785151653,120.88349057710286
Beijing_180,China,19385708,1515,39.849157559646656,116.43963534011121
Manila_49,Philippines,11745712,24991,14.458965091101247,120.95004964949081
Dhaka_49,Bangladesh,18008595,21251,23.76922724618304,90.3832155621347
Tianjin_32,China,13047073,1385,39.29449037897607,117.49622592531693
Tianjin_18,China,12126320,1433,39.354459092057915,117.3753823565029
Kinshasa_114,DR Congo,13511831,27432,-4.600707408267474,15.200045124524193
Beijing_131,China,19020132,1180,39.961799817295606,116.37089366843924
Manila_8,Philippines,10931723,18753,14.491929918635229,121.05295709743949
Dhaka_54,Bangladesh,18319300,23638,23.965284193005402,90.43518863391334
Dhaka_291,Bangladesh,17566730,25044,23.952578587242517,90.54458794582679
São Paulo_165,Brazil,18541768,7267,-23.62090397555728,-46.79852999401986
Osaka_263,Japan,21100390,13443,34.542810755865084,135.6527776303501
Manila_2,Philippines,15696413,22152,14.533846342859935,121.11424293256907
Shanghai_119,China,23208641,3988,31.194164660876496,121.49451887234079
Delhi_53,India,26169758,13350,28.809542317663904,76.95854527030659
Osaka_158,Japan,19184064,13662,34.81364210237893,135.47228540178767
Tianjin_209,China,11992228,1341,39.39679128793046,117.26475507417328
Karachi_4,Pakistan,14038394,28425,24.937188743043862,67.07437354257819
Cairo_146,Egypt,20314195,22295,30.0436363014044,31.062570159966285
Mumbai_153,India,21534141,22849,18.91863149205147,72.73370741546418
Cairo_219,Egypt,20858266,20596,30.110414669818503,31.10584851144938
Istanbul_190,Turkey,15579457,8842,40.874713347502436,29.073613446570548
Tianjin_181,China,13760262,1185,39.299118245616796,117.27707749470828
São Paulo_113,Brazil,23568474,7883,-23.370777281176892,-46.67464025077918
Mumbai_289,India,19572082,21334,18.940805551156636,73.01431186412402
Kinshasa_201,DR Congo,14993960,20897,-4.6118448873056765,15.35757550248144
Karachi_104,Pakistan,16030318,22014,24.988340927069682,67.12086635158758
Chongqing_102,China,16973653,3588,29.399632829330653,106.7185254301849
Kinshasa_57,DR Congo,13235826,21676,-4.4251396210486575,15.415478334350563
Dhaka_149,Bangladesh,21606561,25061,23.865192631915797,90.60473072007198
Manila_89,Philippines,14272934,22730,14.420138322663485,121.05216698582002
Osaka_16,Japan,22560685,10292,34.72087809222105,135.6683953190352
Buenos Aires_117,Argentina,16350092,12629,-34.75758719150109,-58.4128949361078
Manila_223,Philippines,15434423,24007,14.527140189297302,121.11576618966028
Kinshasa_14,DR Congo,14048935,22121,-4.5936732456890885,15.097081280651683
Mumbai_171,India,20175337,22888,18.902142536319577,72.80381613513225
Kinshasa_4,DR Congo,15101161,23002,-4.391543449425197,15.420691099294475
Osaka_108,Japan,17221476,9555,34.84173954956037,135.31070776434015
Istanbul_141,Turkey,14744770,12668,40.83621188229899,28.7821941734514
Kinshasa_245,DR Congo,13418592,25601,-4.5332252115723985,15.225614953590254
Beijing_65,China,17941967,1097,39.84604886305631,116.32229559666163
São Paulo_146,Brazil,19343043,6167,-23.743350426106634,-46.438211044105586
Mexico City_140,Mexico,25520962,6715,19.336193060640728,-99.09777830841071
Beijing_11,China,23270972,1554,40.00154112915745,116.23339456379315
Dhaka_148,Bangladesh,22223580,20521,23.942557007100252,90.26063550481399
Karachi_226,Pakistan,15696280,19959,25.043608105193332,67.13158227831758
Mumbai_261,India,22674997,18617,19.083304146670557,72.91660962897214
Kinshasa_61,DR Congo,12230574,24951,-4.445425463652549,15.464834310322688
Shanghai_160,China,25207282,3986,31.32954864163689,121.28764606409352
São Paulo_98,Brazil,21281361,7221,-23.641316250057475,-46.642629268667854
Shanghai_226,China,29287579,4270,31.29249679225561,121.49404294824365
Delhi_124,India,27061936,10232,28.793468045475436,77.10085029403152
Cairo_37,Egypt,17828959,21251,29.87485234379612,31.376182765619507
Dhaka_224,Bangladesh,19703918,26739,23.83882757676783,90.47734480404262
Dhaka_237,Bangladesh,21409795,23195,23.95756432162062,90.31061421290212
Lagos_169,Nigeria,12977089,14954,6.696436140203895,3.2215336375314334
Cairo_188,Egypt,17334462,22816,30.193137411098093,31.047398913213826
Osaka_160,Japan,18009370,12949,34.55800395841932,135.6293868096476
Buenos Aires_77,Argentina,15011707,11556,-34.68888474673004,-58.3348292326497
Kinshasa_233,DR Congo,14241269,22417,-4.388297718760156,15.282294151886342
Shanghai_74,China,24888633,4316,31.18726048457808,121.34549892936953
Mumbai_278,India,25325958,22578,18.90313482364207,72.79808542677873
Kinshasa_12,DR Congo,11186847,25615,-4.503546777218817,15.31466620710699
Manila_270,Philippines,16035431,25057,14.699360732697171,120.83623449605226
Chongqing_7,China,13535945,4288,29.511733411695488,106.67911425734283
Karachi_58,Pakistan,13174297,21157,24.848115766707433,67.17882145398312
Shanghai_39,China,25858532,4295,31.149749772395996,121.60967886586899
Kolkata_84,India,15767796,20004,22.752945424900165,88.22432315671236
Kolkata_84,India,14241710,20013,22.76619105918393,88.32763360252602
Cairo_15,Egypt,22050169,17426,30.19164912539621,31.3216696160809
Manila_271,Philippines,13328480,21464,14.463198295311706,120.8656804997105
Dhaka_79,Bangladesh,19215365,23279,23.61744475699133,90.5312191311456
Chongqing_181,China,19081117,4510,29.43718354987066,106.53643891630625
Buenos Aires_273,Argentina,15609422,12945,-34.58033493096672,-58.491383943022505
Delhi_72,India,26351064,11117,28.50874821596324,76.93147875511782
Manila_95,Philippines,14678595,22424,14.70232370704449,121.16525945521549
Mexico City_267,Mexico,21412728,5051,19.329418006345012,-98.93853496269314
Kolkata_80,India,14745196,19451,22.511006627057938,88.47422189431718
Manila_2,Philippines,13666661,24328,14.43250341377617,121.11400561875874
Beijing_194,China,23861957,1144,39.98147757632908,116.53597629120394
Osaka_123,Japan,15668404,13858,34.51448851346059,135.5187185341204
Manila_204,Philippines,15482562,22906,14.720191233227917,120.91998007701713
Beijing_84,China,20460218,1350,40.01773302136755,116.39976153257959
Mexico City_188,Mexico,23580173,4995,19.256740833596226,-99.23435870639594
Istanbul_25,Turkey,17761926,9587,41.198546102327654,28.913158316708444
Dhaka_221,Bangladesh,21846686,24460,23.809578286581257,90.43464542037505
Manila_211,Philippines,12017610,25289,14.789417264858715,121.04433027453878
Osaka_243,Japan,20670992,9780,34.50596100088232,135.40527315540447
Chongqing_213,China,17871003,4168,29.533197333779228,106.48997399701878
Chongqing_20,China,16414124,3865,29.56859834712349,106.58682335123602
Delhi_228,India,32773116,13134,28.672788370749384,77.01323111889403
Tianjin_186,China,15394752,1167,39.392586633425395,117.414224088037
Kolkata_225,India,12661512,23899,22.736213008266258,88.2357732435481
Chongqing_14,China,19471404,3315,29.70475403734783,106.5485111425792
Kolkata_14,India,14938015,20761,22.609780340573973,88.22930954903401
Delhi_163,India,30301675,10528,28.81348925027464,76.95484946428735
Istanbul_287,Turkey,13829929,8957,40.876103162035015,28.986309579422407
Osaka_257,Japan,18891013,12214,34.87313334194057,135.40321111283015
Guangzhou_284,China,10656679,2736,23.194621811048723,113.25425235029992
Kinshasa_120,DR Congo,15182042,25646,-4.294591487794697,15.148636484014707
Guangzhou_130,China,11108232,2231,22.94977873489661,113.32040118673476
Shanghai_198,China,22307610,3174,31.071723582849607,121.50756828017703
Chongqing_276,China,19571239,4506,29.36497599237376,106.7323247141693
Manila_285,Philippines,15466109,20718,14.605738411431702,120.97973863210277
Chongqing_294,China,14021028,3085,29.486171976636474,106.63347230509466
Osaka_8,Japan,22905149,9883,34.76274084729005,135.47970008772182
Mumbai_86,India,19446154,22357,19.267452514960212,72.82741870685592
Manila_145,Philippines,15266354,24177,14.706907745809517,120.82944392763063
Buenos Aires_289,Argentina,15569329,16939,-34.47296444651525,-58.314811393203634
Mexico City_90,Mexico,20273827,5182,19.474581569076218,-99.20595537855276
Tokyo_169,Japan,44780402,6823,35.52569267811482,139.60717423821225
Karachi_98,Pakistan,15828282,22804,24.927737354225435,67.1242383767765
Manila_279,Philippines,13134613,23782,14.447583622148244,121.00199563918434
Kolkata_65,India,14056781,21086,22.650786882675945,88.31932324050814
Tokyo_224,Japan,35503911,5521,35.51877836950738,139.73307943735256
Buenos Aires_265,Argentina,14247301,16492,-34.596067285945516,-58.389927248948105
Chongqing_133,China,15719366,3921,29.57644101869075,106.59476203711738
Lagos_21,Nigeria,12208525,13410,6.583389885661841,3.5384122195799947
São Paulo_203,Brazil,20611445,6635,-23.55882670822256,-46.755476670725876
Buenos Aires_52,Argentina,15985330,16874,-34.59079591466439,-58.34922717869488
Osaka_158,Japan,20948040,10726,34.65911964061014,135.35095443733476
Karachi_263,Pakistan,17651836,21378,24.870765353466826,67.08471850468896
Kinshasa_298,DR Congo,15788542,24051,-4.607084414964937,15.392599457401712
Chongqing_173,China,17254910,4486,29.60364472805853,106.67927554377071
Mexico City_26,Mexico,19095255,6266,19.39701138792268,-98.99725547885332
Dhaka_152,Bangladesh,18430113,20579,23.922510206097545,90.32242241421925
Tianjin_100,China,12811880,1408,39.18161412553387,117.41114372987063
Tokyo_242,Japan,32208696,5541,35.83720384986042,139.68085678625326
Kinshasa_150,DR Congo,10950313,26208,-4.399062385564488,15.284978965085628
Osaka_78,Japan,20299156,9715,34.55040975741084,135.41201610160005
Beijing_85,China,21444678,1270,39.882516365830895,116.49720674055945
Karachi_280,Pakistan,14012837,20620,24.950435526851496,67.03245476680256
Beijing_109,China,16664845,1084,40.06187634986565,116.2841469298875
Dhaka_70,Bangladesh,18442447,19038,23.81792391636331,90.23954502543688
Mumbai_27,India,22764586,19077,19.11312479666137,72.94975277244139
Chongqing_58,China,15288045,4057,29.760655744488467,106.61633567593975
Kinshasa_291,DR Congo,14776096,24454,-4.617843062959686,15.291218726351163
São Paulo_287,Brazil,23856895,6554,-23.58670885879792,-46.664224354641526
Lagos_12,Nigeria,13052497,17801,6.6425799843158915,3.550071127791781
Istanbul_279,Turkey,14839722,9298,41.20519340086335,29.149200387169717
Chongqing_121,China,17506589,3181,29.46581890657283,106.6667607953169
Tokyo_272,Japan,37502371,5353,35.514743613231666,139.53875961138942
Manila_237,Philippines,12727743,17619,14.774283129212426,121.00572089628496
Karachi_180,Pakistan,15009020,28835,25.01003466468954,66.86580568454083
Karachi_143,Pakistan,19699650,27943,24.744104205742936,67.17333808585757
Osaka_166,Japan,21729299,11236,34.844889728178025,135.64942267604297
Cairo_67,Egypt,22405060,18253,29.8767677132205,31.196892071506067
Delhi_130,India,25361656,13390,28.73331657157234,77.27559229619051
Delhi_281,India,28278525,10476,28.74664837777335,76.95817920984702
Lagos_238,Nigeria,12092102,16717,6.483865211108926,3.2377495968648997
Delhi_25,India,25463587,9418,28.814789452188677,76.95131402084976
Istanbul_31,Turkey,15500439,10538,40.8504658737047,29.034730525876082
Karachi_254,Pakistan,17134585,23175,24.81528433646366,67.02687643627155
Delhi_266,India,25226396,11250,28.805801417737545,77.15029910056305
Kolkata_83,India,12893748,18256,22.685678416297662,88.27005496367528
Beijing_80,China,21571116,1361,39.95747585040539,116.29895784193864
Mumbai_221,India,22624279,21227,19.04643335355615,72.72998415069608
Guangzhou_191,China,12818253,2194,23.076203740350916,113.23005190101156
Buenos Aires_229,Argentina,14290963,17071,-34.704267896914025,-58.5280785054882
Cairo_79,Egypt,20735683,21233,29.92027793926987,31.28327927720309
Istanbul_213,Turkey,17530111,11358,40.88774251111012,28.804246671937634
São Paulo_188,Brazil,22915140,7547,-23.644092288797847,-46.773604888819925
São Paulo_34,Brazil,20131693,8266,-23.560092748252494,-46.68294468594169
Guangzhou_42,China,14572320,2892,23.311233874601573,113.37916135450212
Mexico City_129,Mexico,24247405,4983,19.344347085573887,-98.96107244606488
Dhaka_277,Bangladesh,22124175,22958,23.76483956393933,90.3925497729679
Kinshasa_79,DR Congo,15635072,24310,-4.28891622381756,15.108577391962509
Chongqing_87,China,17563399,3103,29.39691680641832,106.63812935522506
Istanbul_152,Turkey,12589966,10837,40.96323809259311,28.963178774668382
São Paulo_139,Brazil,25726694,8885,-23.436962929292932,-46.69136345589724
Mumbai_261,India,22938194,23220,18.982018571330002,72.68607798441236
Lagos_220,Nigeria,16117888,18586,6.415536967017244,3.569596339839517
Kolkata_49,India,13397156,19894,22.400301722514346,88.54783060723037
Manila_266,Philippines,15092905,19351,14.791488131743542,121.02495263585453
Lagos_288,Nigeria,14547738,14406,6.341894250351988,3.223523184871923
Manila_183,Philippines,11297979,20053,14.619536776183264,120.93966111945194
Manila_278,Philippines,12262101,24714,14.669892910234543,120.98261913547195
Kinshasa_122,DR Congo,15237652,28384,-4.303294264523889,15.433870613455822
Manila_149,Philippines,14857390,20766,14.736299421156026,121.07559627086465
Beijing_151,China,21286964,1132,39.92221076755878,116.6012678958098
Istanbul_258,Turkey,13184701,11776,41.13531413194278,28.863804546524268
Tianjin_88,China,12381839,1274,39.44667400443062,117.45896951443063
Shanghai_191,China,21549567,3270,31.06790276825822,121.50456911331501
Mumbai_111,India,18631697,21487,19.200700886746283,72.97438482460518
Shanghai_104,China,22450291,4377,31.29342412511121,121.39807157200302
Buenos Aires_231,Argentina,15655351,15482,-34.653596038222936,-58.36612173306278
São Paulo_86,Brazil,24664093,8576,-23.41742781226118,-46.82888735429501
Delhi_20,India,26540051,9730,28.626341686196085,77.25316030473128
Mumbai_186,India,20420512,20568,19.164828375281097,73.03217831218603
Shanghai_154,China,24472004,3667,31.30864725859872,121.27498730544171
Cairo_260,Egypt,17516866,18910,30.00533084987462,31.385404988244098
Buenos Aires_3,Argentina,12361865,14860,-34.579106164816196,-58.35733596223353
Delhi_158,India,31992582,10277,28.834119764072025,77.10180227290539
Buenos Aires_211,Argentina,12324132,13445,-34.48974120915542,-58.298527626103635
São Paulo_192,Brazil,21825768,7167,-23.701549297069928,-46.53909775740498
Tokyo_146,Japan,35476537,5113,35.81004676632781,139.79833540958865
Istanbul_161,Turkey,14975372,11388,41.122460647232096,28.825734476369355
Cairo_47,Egypt,22804748,18879,30.073148908490875,31.270807744344882
Guangzhou_61,China,15590703,2165,23.20920078377781,113.29872405838876
Istanbul_198,Turkey,15574268,9930,41.18447169804614,28.88211870354631
Buenos Aires_69,Argentina,17014087,12591,-34.48264267608172,-58.39832524530484
Mumbai_70,India,22687005,17218,19.23756533210415,73.04145607680336
São Paulo_297,Brazil,18696144,7882,-23.696358367088926,-46.53274996558838
São Paulo_213,Brazil,17917176,6212,-23.63762517012272,-46.72861772650564
Shanghai_220,China,28520109,4521,31.178882837556,121.44525475154441
Istanbul_70,Turkey,12774250,10746,40.82164544007332,28.80346128138214
Karachi_21,Pakistan,16672849,23628,24.79963733050354,67.1610333382749
Manila_160,Philippines,14365285,25011,14.623567273384738,121.15892898481324
Osaka_154,Japan,18654701,10667,34.78602838599229,135.6947188361989
Manila_69,Philippines,14313432,18551,14.625632101828645,120.96977299467534
Chongqing_161,China,14097013,3382,29.463386664536117,106.69184642313645
Tokyo_81,Japan,44588612,5522,35.65109115053062,139.70871832135816
Beijing_86,China,20426856,1358,39.79465882063598,116.54616749123542
Osaka_5,Japan,22718402,13451,34.76130893493164,135.48711822440023
Lagos_125,Nigeria,15286017,15301,6.639188053967066,3.223974370808612
Osaka_99,Japan,15825509,13151,34.57424551285439,135.4056483339552
Guangzhou_154,China,12192617,2756,23.136854343801577,113.14635250966028
Kolkata_214,India,12840021,19848,22.751255181679845,88.38797290334996
Kinshasa_66,DR Congo,11175235,24442,-4.278211917655376,15.281780719181086
Guangzhou_227,China,11016680,2656,23.257941264240092,113.21656800300302
Tianjin_197,China,15670223,1163,39.3527318524779,117.27645518323382
Mexico City_164,Mexico,19651155,5549,19.48966986306897,-99.25486367496524
Buenos Aires_104,Argentina,15087876,14098,-34.58057192322832,-58.51518627463352
Lagos_259,Nigeria,16108356,14487,6.527220441546176,3.4184450517476073
Dhaka_101,Bangladesh,21399813,25947,23.735564797926916,90.53193730895309
Buenos Aires_246,Argentina,17103532,12197,-34.50780786716579,-58.45373326702378
Tokyo_63,Japan,37181037,5261,35.77957421921096,139.6209044793545
Cairo_223,Egypt,21329818,16868,30.11914439907001,31.072912194584013
São Paulo_281,Brazil,24446820,6673,-23.59888914951236,-46.44391704400953
Mexico City_134,Mexico,23395899,5554,19.421067159573127,-99.00454524091582
Chongqing_213,China,14772460,4285,29.714928765580677,106.56177396501828
Lagos_277,Nigeria,11747964,13942,6.612030978941542,3.34724749113909
Delhi_41,India,31247594,9922,28.74961096752628,77.07670218175927
Kinshasa_108,DR Congo,13372629,29552,-4.388243144681706,15.1168058966258
Lagos_66,Nigeria,12870952,13385,6.597067792960648,3.2460528045884884
Guangzhou_124,China,15653994,2072,22.959931204780585,113.20055203706667
Kolkata_294,India,14020644,18202,22.677862116503558,88.32722253710378
Guangzhou_142,China,15192837,2232,23.25205841213598,113.0880375560313
Kolkata_210,India,15745565,25293,22.372675359822633,88.2315324281424
Delhi_46,India,28061862,12970,28.722759288075117,77.05466021958817
Buenos Aires_84,Argentina,12081362,13947,-34.792829993563664,-58.19510263571728
Lagos_83,Nigeria,16528636,18877,6.604126150050481,3.514984363800307
Istanbul_206,Turkey,16864407,9956,41.13995786594354,28.891008479365972
Kolkata_120,India,16059894,22358,22.41121378807818,88.26065753130354
Tokyo_89,Japan,42255117,5142,35.5800405977366,139.78379845883606
Mexico City_196,Mexico,17821514,6905,19.583504705130473,-99.20103679844969
Mexico City_120,Mexico,18864644,4989,19.328404067963817,-99.01536868851993
Chongqing_35,China,14860628,4239,29.592339738254086,106.61513002805602
Lagos_276,Nigeria,12344452,16622,6.619426299637131,3.389295903008064
Mexico City_35,Mexico,24423535,6909,19.46130894081933,-99.12622145929798
Kolkata_76,India,14638733,18810,22.50892627991594,88.2298298701387
